age,gender,qualification,employability_status,years_of_experience,location,field_of_study,skills,training_courses_completed,employment_rate,unemployment_rate
41,Male,Matric,Employable,0,Urban,Humanities,"Digital Marketing, Financial Analysis, Mobile App Development",10,48.53333333333333,51.46666666666667
21,Male,Matric,Employable,13,Urban,Psychology,"Mobile App Development, Content Writing, Data Analysis",3,48.53333333333333,51.46666666666667
22,Male,Matric,Employable,14,Urban,Social Work,"Financial Analysis, SEO, Machine Learning",0,48.53333333333333,51.46666666666667
30,Male,Matric,Employable,10,Urban,Finance,"SEO, Time Management, Digital Marketing",0,48.53333333333333,51.46666666666667
27,Male,Matric,Unemployable,9,Urban,Humanities,"Content Writing, SEO, Data Analysis",8,48.53333333333333,51.46666666666667
40,Male,Matric,Unemployable,2,Urban,Social Work,"Content Writing, IoT Development, SEO",0,48.53333333333333,51.46666666666667
42,Male,Matric,Unemployable,0,Urban,Humanities,"Cybersecurity, Data Analysis, Graphic Design",4,48.53333333333333,51.46666666666667
43,Male,Matric,Unemployable,9,Urban,Psychology,"Financial Analysis, Content Writing, IoT Development",8,48.53333333333333,51.46666666666667
25,Male,Matric,Unemployable,11,Urban,Humanities,"IoT Development, Digital Marketing, Blockchain",2,48.53333333333333,51.46666666666667
28,Male,Degree,Employable,12,Urban,Computer Science,"Digital Marketing, SEO, Machine Learning",9,48.53333333333333,51.46666666666667
44,Male,Degree,Employable,1,Urban,Law,"Digital Marketing, Content Writing, Mobile App Development",5,48.53333333333333,51.46666666666667
27,Male,Degree,Employable,3,Urban,Psychology,"Cybersecurity, Mobile App Development, Human Resources",2,48.53333333333333,51.46666666666667
37,Male,Degree,Employable,13,Urban,Marketing,"SEO, Content Writing, IoT Development",9,48.53333333333333,51.46666666666667
29,Male,Degree,Employable,6,Urban,Social Work,"Content Writing, SEO, Time Management",9,48.53333333333333,51.46666666666667
44,Female,Postgraduate,Unemployable,11,Rural,Finance,"Mobile App Development, Graphic Design, Data Analysis",2,48.53333333333333,51.46666666666667
25,Female,Postgraduate,Unemployable,1,Rural,Psychology,"Graphic Design, SEO, Blockchain",8,48.53333333333333,51.46666666666667
32,Female,Postgraduate,Unemployable,12,Rural,Finance,"Graphic Design, Content Writing, Cybersecurity",3,48.53333333333333,51.46666666666667
42,Female,Postgraduate,Unemployable,8,Rural,Law,"Machine Learning, Mobile App Development, Digital Marketing",5,48.53333333333333,51.46666666666667
28,Female,Postgraduate,Unemployable,4,Rural,Humanities,"Public Speaking, Human Resources, Time Management",1,48.53333333333333,51.46666666666667
44,Female,Matric,Unemployable,12,Rural,Humanities,"Human Resources, IoT Development, Blockchain",2,48.53333333333333,51.46666666666667
39,Female,Matric,Unemployable,8,Rural,Psychology,"Cloud Computing, Human Resources, Digital Marketing",0,48.53333333333333,51.46666666666667
39,Female,Matric,Unemployable,6,Rural,Education,"Human Resources, Digital Marketing, Mobile App Development",7,48.53333333333333,51.46666666666667
28,Female,Matric,Unemployable,4,Rural,Agriculture,"Cloud Computing, Graphic Design, Machine Learning",3,48.53333333333333,51.46666666666667
22,Female,Matric,Unemployable,1,Rural,Psychology,"Financial Analysis, Machine Learning, Content Writing",6,48.53333333333333,51.46666666666667
19,Male,No Qualification,Employable,6,Urban,Law,"SEO, Public Speaking, Human Resources",1,48.53333333333333,51.46666666666667
35,Male,No Qualification,Employable,6,Urban,Marketing,"Blockchain, SEO, Time Management",4,48.53333333333333,51.46666666666667
34,Male,No Qualification,Employable,12,Urban,Psychology,"Cloud Computing, Graphic Design, Human Resources",10,48.53333333333333,51.46666666666667
43,Male,No Qualification,Employable,11,Urban,Psychology,"Financial Analysis, IoT Development, Mobile App Development",9,48.53333333333333,51.46666666666667
18,Male,No Qualification,Employable,13,Urban,Agriculture,"IoT Development, Time Management, Blockchain",9,48.53333333333333,51.46666666666667
29,Female,No Qualification,Employable,5,Urban,Computer Science,"Cybersecurity, Machine Learning, SEO",5,48.53333333333333,51.46666666666667
45,Female,No Qualification,Employable,8,Urban,Social Work,"Cybersecurity, Blockchain, Digital Marketing",2,48.53333333333333,51.46666666666667
32,Female,No Qualification,Employable,8,Urban,Finance,"Time Management, Cloud Computing, Data Analysis",1,48.53333333333333,51.46666666666667
36,Female,No Qualification,Employable,8,Urban,Finance,"Blockchain, Content Writing, Cybersecurity",6,48.53333333333333,51.46666666666667
29,Female,No Qualification,Employable,11,Urban,Marketing,"Human Resources, SEO, Data Analysis",9,48.53333333333333,51.46666666666667
18,Non-binary,Degree,Employable,10,Urban,Psychology,"Blockchain, Content Writing, Time Management",0,48.53333333333333,51.46666666666667
39,Non-binary,Degree,Employable,5,Urban,Social Work,"SEO, Financial Analysis, Cloud Computing",2,48.53333333333333,51.46666666666667
42,Non-binary,Degree,Employable,2,Urban,Psychology,"Content Writing, Cloud Computing, Machine Learning",6,48.53333333333333,51.46666666666667
31,Non-binary,Degree,Employable,3,Urban,Education,"Cloud Computing, Financial Analysis, Graphic Design",3,48.53333333333333,51.46666666666667
37,Non-binary,Degree,Employable,1,Urban,Computer Science,"Cybersecurity, Time Management, Data Analysis",9,48.53333333333333,51.46666666666667
43,Female,Diploma,Unemployable,4,Urban,Finance,"Blockchain, Cloud Computing, Data Analysis",4,48.53333333333333,51.46666666666667
42,Female,Diploma,Unemployable,2,Urban,Environmental Science,"Financial Analysis, Time Management, IoT Development",2,48.53333333333333,51.46666666666667
37,Female,Diploma,Unemployable,4,Urban,Psychology,"Content Writing, Financial Analysis, Cloud Computing",10,48.53333333333333,51.46666666666667
26,Female,Diploma,Unemployable,6,Urban,Education,"Graphic Design, Public Speaking, SEO",6,48.53333333333333,51.46666666666667
25,Female,Diploma,Unemployable,8,Urban,Computer Science,"Human Resources, Data Analysis, Digital Marketing",5,48.53333333333333,51.46666666666667
29,Non-binary,Postgraduate,Unemployable,9,Urban,Law,"Content Writing, Time Management, Human Resources",2,48.53333333333333,51.46666666666667
33,Non-binary,Postgraduate,Unemployable,15,Urban,Environmental Science,"Graphic Design, Machine Learning, Data Analysis",5,48.53333333333333,51.46666666666667
22,Non-binary,Postgraduate,Unemployable,7,Urban,Psychology,"Mobile App Development, Blockchain, Financial Analysis",10,48.53333333333333,51.46666666666667
20,Non-binary,Postgraduate,Unemployable,13,Urban,Education,"Public Speaking, Machine Learning, Time Management",7,48.53333333333333,51.46666666666667
22,Non-binary,Postgraduate,Unemployable,4,Urban,Agriculture,"Blockchain, Content Writing, Data Analysis",6,48.53333333333333,51.46666666666667
42,Female,No Qualification,Employable,1,Urban,Computer Science,"Financial Analysis, Mobile App Development, Graphic Design",9,48.53333333333333,51.46666666666667
25,Female,No Qualification,Employable,1,Urban,Psychology,"Public Speaking, Blockchain, SEO",10,48.53333333333333,51.46666666666667
44,Female,No Qualification,Employable,8,Urban,Psychology,"Human Resources, Data Analysis, Digital Marketing",2,48.53333333333333,51.46666666666667
29,Female,No Qualification,Employable,1,Urban,Education,"Blockchain, Cloud Computing, Graphic Design",1,48.53333333333333,51.46666666666667
23,Female,No Qualification,Employable,12,Urban,Law,"Machine Learning, Mobile App Development, IoT Development",0,48.53333333333333,51.46666666666667
31,Non-binary,Diploma,Unemployable,1,Urban,Agriculture,"IoT Development, Cybersecurity, Digital Marketing",7,48.53333333333333,51.46666666666667
45,Non-binary,Diploma,Unemployable,10,Urban,Education,"SEO, Machine Learning, IoT Development",6,48.53333333333333,51.46666666666667
45,Non-binary,Diploma,Unemployable,10,Urban,Environmental Science,"Human Resources, Graphic Design, Data Analysis",5,48.53333333333333,51.46666666666667
26,Non-binary,Diploma,Unemployable,6,Urban,Humanities,"SEO, IoT Development, Financial Analysis",7,48.53333333333333,51.46666666666667
45,Non-binary,Diploma,Unemployable,0,Urban,Law,"Digital Marketing, Content Writing, IoT Development",7,48.53333333333333,51.46666666666667
44,Female,Degree,Unemployable,0,Rural,Law,"Time Management, IoT Development, Financial Analysis",10,48.53333333333333,51.46666666666667
33,Female,Degree,Unemployable,1,Rural,Social Work,"Cybersecurity, Public Speaking, Blockchain",0,48.53333333333333,51.46666666666667
32,Female,Degree,Unemployable,9,Rural,Education,"SEO, Cybersecurity, Cloud Computing",7,48.53333333333333,51.46666666666667
28,Female,Degree,Unemployable,5,Rural,Education,"Time Management, Public Speaking, IoT Development",4,48.53333333333333,51.46666666666667
40,Female,Degree,Unemployable,6,Rural,Marketing,"Public Speaking, Data Analysis, Digital Marketing",1,48.53333333333333,51.46666666666667
41,Non-binary,Postgraduate,Employable,1,Urban,Computer Science,"SEO, Graphic Design, Blockchain",7,48.53333333333333,51.46666666666667
36,Non-binary,Postgraduate,Employable,13,Urban,Education,"Machine Learning, Time Management, Blockchain",2,48.53333333333333,51.46666666666667
19,Non-binary,Postgraduate,Employable,5,Urban,Education,"Blockchain, Graphic Design, IoT Development",5,48.53333333333333,51.46666666666667
21,Non-binary,Postgraduate,Employable,15,Urban,Law,"Blockchain, Public Speaking, Digital Marketing",9,48.53333333333333,51.46666666666667
32,Non-binary,Postgraduate,Employable,12,Urban,Humanities,"IoT Development, Graphic Design, Blockchain",1,48.53333333333333,51.46666666666667
27,Female,Diploma,Employable,11,Rural,Social Work,"Machine Learning, IoT Development, Time Management",0,48.53333333333333,51.46666666666667
35,Female,Diploma,Employable,11,Rural,Architecture,"Machine Learning, Graphic Design, Blockchain",0,48.53333333333333,51.46666666666667
20,Female,Diploma,Employable,8,Rural,Agriculture,"Machine Learning, Cloud Computing, Mobile App Development",0,48.53333333333333,51.46666666666667
34,Female,Diploma,Employable,12,Rural,Agriculture,"Mobile App Development, Cybersecurity, Content Writing",2,48.53333333333333,51.46666666666667
30,Female,Diploma,Employable,8,Rural,Psychology,"IoT Development, Digital Marketing, Cloud Computing",1,48.53333333333333,51.46666666666667
34,Male,Matric,Unemployable,5,Urban,Computer Science,"SEO, Financial Analysis, Human Resources",0,48.53333333333333,51.46666666666667
35,Male,Matric,Unemployable,8,Urban,Agriculture,"IoT Development, Blockchain, Financial Analysis",1,48.53333333333333,51.46666666666667
19,Male,Matric,Unemployable,12,Urban,Psychology,"Graphic Design, Mobile App Development, Cloud Computing",7,48.53333333333333,51.46666666666667
43,Male,Matric,Unemployable,9,Urban,Environmental Science,"Machine Learning, Human Resources, Time Management",2,48.53333333333333,51.46666666666667
30,Male,Matric,Unemployable,5,Urban,Marketing,"Cloud Computing, Digital Marketing, Machine Learning",2,48.53333333333333,51.46666666666667
35,Female,Postgraduate,Employable,11,Rural,Psychology,"Blockchain, SEO, IoT Development",3,48.53333333333333,51.46666666666667
18,Female,Postgraduate,Employable,5,Rural,Law,"Blockchain, Graphic Design, Data Analysis",4,48.53333333333333,51.46666666666667
38,Female,Postgraduate,Employable,5,Rural,Agriculture,"Cybersecurity, Blockchain, Data Analysis",9,48.53333333333333,51.46666666666667
27,Female,Postgraduate,Employable,7,Rural,Architecture,"Data Analysis, Financial Analysis, Time Management",7,48.53333333333333,51.46666666666667
39,Female,Postgraduate,Employable,6,Rural,Environmental Science,"Data Analysis, Cybersecurity, Time Management",10,48.53333333333333,51.46666666666667
20,Male,Degree,Unemployable,6,Rural,Marketing,"Public Speaking, Financial Analysis, Content Writing",7,48.53333333333333,51.46666666666667
44,Male,Degree,Unemployable,2,Rural,Education,"Machine Learning, Cybersecurity, SEO",3,48.53333333333333,51.46666666666667
43,Male,Degree,Unemployable,8,Rural,Marketing,"Human Resources, Financial Analysis, Machine Learning",3,48.53333333333333,51.46666666666667
24,Male,Degree,Unemployable,0,Rural,Social Work,"IoT Development, Time Management, Blockchain",7,48.53333333333333,51.46666666666667
29,Male,Degree,Unemployable,0,Rural,Environmental Science,"Public Speaking, SEO, Blockchain",3,48.53333333333333,51.46666666666667
23,Female,No Qualification,Employable,1,Rural,Humanities,"Graphic Design, Blockchain, Financial Analysis",8,48.53333333333333,51.46666666666667
37,Female,No Qualification,Employable,3,Rural,Psychology,"Digital Marketing, Content Writing, IoT Development",8,48.53333333333333,51.46666666666667
41,Female,No Qualification,Employable,1,Rural,Psychology,"Blockchain, Data Analysis, Content Writing",2,48.53333333333333,51.46666666666667
23,Female,No Qualification,Employable,3,Rural,Education,"Graphic Design, Cloud Computing, Blockchain",2,48.53333333333333,51.46666666666667
26,Female,No Qualification,Employable,13,Rural,Education,"Graphic Design, Financial Analysis, Mobile App Development",7,48.53333333333333,51.46666666666667
43,Non-binary,No Qualification,Employable,5,Rural,Architecture,"Time Management, Cloud Computing, Data Analysis",9,48.53333333333333,51.46666666666667
42,Non-binary,No Qualification,Employable,8,Rural,Marketing,"IoT Development, Cybersecurity, Machine Learning",10,48.53333333333333,51.46666666666667
40,Non-binary,No Qualification,Employable,5,Rural,Marketing,"Mobile App Development, Cloud Computing, Digital Marketing",8,48.53333333333333,51.46666666666667
40,Non-binary,No Qualification,Employable,15,Rural,Law,"Public Speaking, Blockchain, Cloud Computing",9,48.53333333333333,51.46666666666667
45,Non-binary,No Qualification,Employable,8,Rural,Social Work,"IoT Development, Mobile App Development, SEO",4,48.53333333333333,51.46666666666667
39,Male,Diploma,Employable,13,Rural,Computer Science,"Time Management, Content Writing, Human Resources",9,48.53333333333333,51.46666666666667
44,Male,Diploma,Employable,1,Rural,Computer Science,"Digital Marketing, Human Resources, Cybersecurity",9,48.53333333333333,51.46666666666667
35,Male,Diploma,Employable,8,Rural,Education,"IoT Development, Cloud Computing, Public Speaking",1,48.53333333333333,51.46666666666667
28,Male,Diploma,Employable,6,Rural,Finance,"Time Management, Blockchain, Cybersecurity",0,48.53333333333333,51.46666666666667
18,Male,Diploma,Unemployable,5,Rural,Computer Science,"Machine Learning, Cloud Computing, Public Speaking",2,48.53333333333333,51.46666666666667
23,Female,Matric,Unemployable,12,Rural,Finance,"Content Writing, Data Analysis, Public Speaking",2,48.53333333333333,51.46666666666667
44,Female,Matric,Unemployable,6,Rural,Agriculture,"Mobile App Development, Blockchain, Public Speaking",7,48.53333333333333,51.46666666666667
29,Female,Matric,Unemployable,3,Rural,Marketing,"IoT Development, Graphic Design, SEO",10,48.53333333333333,51.46666666666667
33,Female,Matric,Unemployable,13,Rural,Education,"Cybersecurity, Graphic Design, Public Speaking",6,48.53333333333333,51.46666666666667
31,Female,Matric,Unemployable,3,Rural,Environmental Science,"Cybersecurity, Data Analysis, Public Speaking",4,48.53333333333333,51.46666666666667
40,Non-binary,Postgraduate,Unemployable,2,Rural,Law,"Data Analysis, Cloud Computing, Financial Analysis",9,48.53333333333333,51.46666666666667
44,Non-binary,Postgraduate,Unemployable,6,Rural,Computer Science,"Digital Marketing, Cybersecurity, Time Management",2,48.53333333333333,51.46666666666667
22,Non-binary,Postgraduate,Unemployable,0,Rural,Social Work,"Cybersecurity, Mobile App Development, IoT Development",1,48.53333333333333,51.46666666666667
24,Non-binary,Postgraduate,Unemployable,5,Rural,Psychology,"Time Management, IoT Development, Mobile App Development",5,48.53333333333333,51.46666666666667
41,Non-binary,Postgraduate,Unemployable,4,Rural,Psychology,"SEO, Time Management, IoT Development",2,48.53333333333333,51.46666666666667
28,Male,Diploma,Unemployable,11,Rural,Environmental Science,"Financial Analysis, Graphic Design, Public Speaking",5,48.53333333333333,51.46666666666667
34,Male,Diploma,Unemployable,0,Rural,Law,"Content Writing, Human Resources, SEO",3,48.53333333333333,51.46666666666667
37,Male,Diploma,Unemployable,9,Rural,Architecture,"Content Writing, Graphic Design, Mobile App Development",6,48.53333333333333,51.46666666666667
35,Male,Diploma,Unemployable,0,Rural,Social Work,"Financial Analysis, IoT Development, SEO",8,48.53333333333333,51.46666666666667
24,Male,Diploma,Unemployable,10,Rural,Law,"SEO, Content Writing, Machine Learning",10,48.53333333333333,51.46666666666667
44,Non-binary,Diploma,Employable,2,Urban,Education,"Content Writing, Mobile App Development, Human Resources",1,48.53333333333333,51.46666666666667
37,Non-binary,Diploma,Employable,11,Urban,Finance,"Mobile App Development, Time Management, Human Resources",4,48.53333333333333,51.46666666666667
37,Non-binary,Diploma,Employable,7,Urban,Architecture,"Content Writing, Public Speaking, Financial Analysis",4,48.53333333333333,51.46666666666667
